accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4
-0.06,1.18,-0.43,-91.13,-19.65,27.4,0.41,0.06,0,0
-0.09,1.02,-0.03,-49.8,-78.31,23.8,0.28,0.15,0,0.89
0.02,0.99,-0.39,-92.16,-16.17,24.41,0.41,0,0,0
-0.02,0.78,-0.46,8.3,-120.79,7.45,0,0,0,0
0.02,1.02,-0.15,-15.56,4.46,-3.72,0.47,0,0,0.79
-0.01,1.01,-0.25,2.32,-2.32,-1.59,0.9,0,0,0.07
0.09,1.01,-0.25,8.06,-61.22,-13.43,0.75,0,0.16,0
-0.05,0.93,-0.06,7.2,17.21,-0.98,0,0,0,0.17
0.09,0.96,-0.2,-17.4,-93.69,55.97,0.17,0,0,0.82
-0.02,1.01,-0.23,1.89,2.93,3.54,0.78,0,0,0.26
-0.06,1.01,-0.31,-15.44,1.22,2.5,0.92,0,0,0.13
-0.37,1.11,-0.68,-31.74,15.01,-6.41,0,0,0,0
0.23,0.97,-0.25,6.04,45.72,-3.54,0.46,0,0,0.69
0.11,1.04,-0.36,-48.71,33.81,-20.81,0,0,0,0
-0.02,0.98,-0.25,-20.45,11.35,2.26,0.99,0,0.24,0
0.12,0.61,-0.52,157.23,-35.16,-59.69,0,0,0,0
0.1,0.99,-0.18,-25.88,12.39,2.44,0.64,0,0,0.46
0.01,0.95,-0.43,-68.12,-14.04,8.61,0.5,0,0,0
0.27,0.88,-0.02,-52.43,-104.68,40.47,0.08,0,0,0.69
0,0.98,-0.46,-76.05,-37.11,17.88,0.45,0,0,0
0.32,0.86,-0.61,68.3,-107.79,-29.91,0,0,0,0
-0.04,1.04,-0.27,-31.86,-4.7,11.47,0.71,0,0,0.1
0,1.2,-0.91,164.18,89.11,-53.1,0,0,0,0
-0.07,1.07,-0.14,-22.09,-31.01,0.06,0.82,0,0,0.23
0.01,1.07,-0.42,-79.47,-13.24,15.26,0.6,0,0,0
-0.01,1.07,0.01,-24.78,57.86,53.65,0,0,0,0.52
-0.02,0.99,-0.27,-24.96,4.33,5.86,1.04,0,0.13,0
-0.19,0.86,0.01,29.72,16.91,-4.46,0,0,0,0
0.16,1.08,-0.05,-38.21,-10.19,34.55,0,0,0,0.61
-0.02,1.16,-0.06,-18.49,4.39,4.39,0.66,0,0,0.32
0.02,1,-0.39,-20.57,-22.09,-7.08,0.53,0,0,0
0.07,0.95,-0.11,5.31,-36.44,29.17,0,0,0,0.6
0.01,1.01,-0.26,-10.62,-13.79,0.73,0.51,0,0,0.57
-0.02,1.47,-0.13,34.48,-116.39,20.14,0,0,0,0.46
0.44,0.95,-0.41,12.57,-67.38,1.34,0,0,0,0.17
-0.01,0.96,-0.34,-17.03,20.08,1.46,0.99,0,0,0.06
0.16,0.99,-0.55,-77.7,-51.33,22.95,0.17,0.34,0,0
0.06,0.7,-0.44,22.03,-117.92,2.32,0,0,0,0
-0.11,1.04,-0.12,-16.78,-19.78,9.52,0.58,0.21,0,0.63
0.06,1.19,-0.51,-77.09,-130.43,47.36,0,0,0,0
0.22,0.88,-0.1,-39.43,-43.03,33.57,0.08,0,0,0.64
-0.02,0.99,-0.32,-25.82,9.4,8,0.73,0.54,0,0.05
-0.3,0.92,-1.39,-43.46,-10.31,-4.27,0,0,0,0
-0.03,1,0.07,-24.05,49.93,31.19,0.16,0.1,0,0.83
-0.04,1,-0.25,-25.27,-0.24,1.83,0.85,0.44,0,0
-0.41,0.84,-0.72,-18.25,-34.3,21.55,0,0,0,0
0.15,1.02,-0.14,-19.96,37.72,5.19,0.49,0.31,0,0.73
-0.02,1.04,-0.4,-43.76,3.54,7.39,0.56,0.43,0,0
-0.12,1.29,-0.63,216.86,97.17,-34.85,0,0,0,0
-0.12,1,-0.08,-16.05,7.63,9.34,0.54,0.27,0,0.64
0.11,1.13,-0.65,-62.74,-141.6,34.79,0,0,0,0
-0.09,1.06,-0.03,-46.45,-110.17,29.72,0.22,0,0,0.85
0,0.98,-0.52,-75.56,-16.72,27.16,0.15,0,0,0
0.08,0.88,-0.47,31.19,-50.72,9.58,0,0,0,0
-0.09,1.02,-0.15,-29.11,-29.24,19.9,0.64,0.39,0,0.22
0.15,1,-0.7,-68.12,-93.81,15.01,0.08,0,0,0
-0.05,0.82,0.34,-36.93,-15.08,16.24,0,0,0,0.05
-0.06,1.02,-0.22,-20.75,10.5,-0.12,0.75,0.35,0,0.09
-0.32,0.9,-0.84,-53.71,-40.89,-2.2,0,0,0,0
0.29,1.12,0.09,-25.7,23.68,21.48,0,0,0,0.39
0,0.99,-0.4,-38.09,26.37,7.45,0.61,0.46,0,0
-0.1,0.85,-0.81,6.47,-216.49,69.64,0,0,0,0
-0.12,0.94,-0.04,4.7,34.3,18.62,0.22,0.15,0,0.81
-0.1,1,-0.31,-22.22,-19.53,15.63,0.66,0.47,0,0
0.21,0.81,-0.45,96.74,23.99,-30.33,0,0,0,0
0.13,1.03,-0.17,-16.6,28.56,6.1,0.07,0,0,1
-0.1,1.03,-0.41,-37.78,-4.58,9.09,0.67,0.45,0,0
-0.28,1.4,-0.59,250.67,53.71,-30.76,0,0,0,0
-0.19,0.93,-0.02,-40.77,21.97,10.93,0.67,0.22,0,0.33
0.01,1,-0.61,-60.55,-52.37,28.08,0,0,0,0
0.33,1.09,-0.01,-39.86,29.66,-9.03,0.09,0,0,0.55
0,1.02,-0.34,-23.07,-3.6,4.15,0.92,0.62,0,0
-0.02,1.04,-0.58,207.15,-49.99,-40.59,0,0,0,0
-0.17,1.04,-0.05,-24.66,0.55,7.93,0.32,0.2,0,0.86
0.26,1.17,-0.47,-87.22,-63.84,39.67,0,0,0,0
0.1,0.86,0,-39.61,32.78,26.49,0,0,0,0.69
-0.07,0.98,-0.41,-68.3,5.74,2.14,0.38,0.16,0,0
0.21,1.25,-0.66,179.69,34.97,-61.1,0,0,0,0
-0.13,0.98,-0.05,-19.71,7.75,0.37,0.33,0.31,0,0.63
0.25,1.18,-0.49,-68.05,-155.46,37.11,0,0,0,0
0.09,0.92,0.22,-25.7,103.94,21.06,0,0,0,0.46
-0.09,1.02,-0.31,-33.63,6.23,9.7,0.62,0.45,0,0.09
0.12,1.06,-0.54,216.31,-112.3,-15.38,0,0,0,0
0.13,1.1,-0.12,-33.87,10.5,13.18,0.22,0.11,0,0.83
-0.08,0.82,-0.61,-65.31,-133.42,22.4,0,0,0,0
-0.02,0.87,-0.09,-39.12,5.86,52.92,0,0,0,0.61
-0.03,1.07,-0.38,-55.85,7.08,-0.92,0.57,0.11,0,0
0.12,1.25,-0.76,222.96,24.84,-20.32,0,0,0,0
-0.08,1,-0.09,-19.96,-8.54,8.91,0.16,0.26,0,0.72
-0.24,0.89,-0.6,-31.43,-191.89,26.37,0.17,0,0,0
-0.6,1,0.29,-24.84,-49.5,32.53,0,0,0,0.41
-0.2,1.11,-0.01,-26.98,99.79,-24.35,0.33,0.14,0,0.69
0.1,1.06,-0.43,-84.9,-51.15,36.87,0.25,0.25,0,0
-0.28,0.73,-0.51,-54.81,-55.85,19.1,0,0,0,0
-0.08,1.04,-0.21,-29.66,-25.27,4.7,0.86,0.35,0.07,0.09
0.35,1.18,-0.49,-85.51,-126.59,29.48,0,0,0,0
0.03,1.09,0.21,-30.21,-7.39,29.05,0,0,0,0.5
-0.06,0.98,-0.34,-21.91,-2.62,7.2,0.71,0.49,0,0
-0.28,0.85,-0.21,54.26,-17.76,34.12,0,0,0,0
-0.17,0.98,-0.02,-25.15,-7.02,-1.89,0.45,0.22,0,0.72
0.12,0.7,-0.54,106.32,102.54,-59.2,0,0,0,0
0.15,0.96,-0.13,-41.87,-62.74,45.65,0.12,0,0,0.8
-0.04,1.04,-0.36,-35.58,7.45,2.81,0.9,0.6,0,0
0.07,1.38,-0.79,229.68,96.31,-62.62,0,0,0,0
-0.16,1.01,-0.06,-20.87,-14.59,2.81,0.29,0,0,0.98
-0.11,1.03,-0.37,-53.04,-18.8,8.18,0.96,0.28,0,0
0.13,0.97,0.24,-22.34,14.65,26.86,0,0,0,0.55
-0.16,1.07,-0.56,226.2,-78.74,-29.66,0,0,0,0
0.02,1.11,-0.11,-40.34,-0.31,-33.14,0,0,0,0.23
0.14,0.97,-0.22,61.65,79.71,-3.42,0,0,0,0
-0.03,1.01,-0.19,-19.53,-6.53,2.87,0.88,0.28,0.11,0.25
-0.03,0.88,-0.76,-66.65,-128.11,56.64,0,0,0,0
0.31,0.77,-0.26,-33.14,112.37,-16.66,0.14,0,0,0.62
0.01,1.05,-0.41,-37.6,-8.91,10.38,0.99,0,0,0
0.27,0.79,0.03,-45.35,-18.8,-18.19,0,0,0,0.6
0.07,1.03,-0.38,-30.52,-9.16,3.78,0.92,0.57,0,0
0.06,1.14,-0.73,183.9,65.55,-49.62,0,0,0,0
0.1,0.99,-0.23,-26.79,-6.35,5.25,0.88,0,0.05,0
0.26,1.14,-0.52,-94.06,-62.44,17.03,0,0,0,0
-0.24,0.73,0.03,-55.66,-86.98,38.57,0,0,0,0.49
0.09,1.04,-0.36,-35.28,23.8,-5.07,0.84,0,0,0
0.16,0.88,-0.6,195.01,-63.42,-19.96,0,0,0,0
-0.19,1.06,-0.06,-38.21,-17.15,10.01,0.79,0,0,0.13
0.34,1.2,-0.48,-103.64,-99.85,47.85,0,0,0,0
0.04,0.68,-0.04,-38.51,52.8,26.86,0.16,0,0,0.63
0,1,-0.34,-31.86,-9.16,9.89,1.01,0,0.07,0
-0.01,0.68,-0.92,47.42,-46.88,11.17,0,0,0,0
0.18,1.02,-0.2,0.73,49.68,-11.17,0.22,0,0,0.85
-0.11,1.13,-0.42,117.74,98.63,-30.15,0,0,0,0
-0.1,1.03,0.03,-27.1,21.55,20.75,0.39,0,0,0.9
0.04,1.09,-0.35,-57.8,5.68,-1.59,0.89,0,0,0
0.3,1.07,-0.7,175.54,110.6,-51.03,0,0,0,0
-0.09,1.04,-0.09,-22.58,4.15,6.65,0.58,0,0,0.65
-0.08,0.87,-0.58,-87.77,-41.14,8.48,0,0,0,0
0.11,1.5,0.13,-34.48,88.62,47.67,0,0,0,0.63
0.02,1.05,-0.37,-57.56,7.26,6.9,1.11,0.46,0.12,0
0.04,1.36,-0.66,263.55,36.01,-13.85,0,0,0,0
0.47,0.76,-0.47,-24.66,-210.82,46.45,0,0,0,0
0.09,0.99,-0.16,-21,-13.98,8.85,0.28,0.23,0,0.57
0.22,0.67,-0.17,96.98,-43.03,35.89,0,0,0,0
0.25,0.86,-0.34,-21.79,13.61,0.92,0.61,0.26,0,0.25
0.19,1.05,-0.47,-89.84,-36.8,13.73,0.31,0,0,0
0.18,1.21,0.26,-73.3,-91.55,-3.6,0,0,0,0
0.16,0.77,-0.33,-41.44,5.55,-10.44,0.77,0.13,0.13,0
0.09,0.98,-0.2,9.7,12.57,20.02,0.26,0.23,0,0.7
0.03,1,-0.24,3.36,1.04,2.26,0.82,0,0,0
0.04,1,-0.23,0.79,1.95,-2.69,0.74,0,0,0.23
0.24,0.86,-0.19,3.42,-27.1,-31.13,0,0,0,0.17
-0.36,1.12,-0.13,-12.45,-49.19,3.72,0,0,0,0.13
0.08,0.99,-0.29,0.49,-8.73,1.1,0.58,0.12,0.06,0
0.05,1.02,-0.29,2.99,-2.56,-1.1,0.62,0,0.15,0
0.11,1.13,-0.32,2.5,28.63,-19.59,0.63,0.53,0,0.15
0.67,0.85,-1.06,177.49,181.82,-89.78,0,0,0,0
0.01,1.01,-0.15,-21.3,43.76,-9.46,0.49,0.19,0,0.58
-0.1,1.18,-0.59,253.3,80.69,-20.69,0,0,0,0
0.14,1,-0.19,-34.79,-20.81,15.44,0.65,0.32,0,0.34
-0.05,0.7,-0.3,105.96,9.09,-21.06,0,0,0,0
-0.14,1.02,-0.12,-28.32,-5.74,7.75,0.86,0.33,0.06,0
-0.24,0.89,-0.68,-64.39,-132.08,15.56,0,0,0,0
-0.15,1.24,0.02,-63.48,-104.31,5.68,0.36,0.24,0,0.63
0.3,1.09,-0.45,-102.54,-31.49,20.14,0,0,0,0
0.14,0.98,0.28,-16.97,91,14.53,0,0,0,0.32
-0.04,1,-0.38,-35.34,7.69,6.53,0.94,0.44,0,0
0.04,1.3,-0.43,218.32,216,-80.08,0,0,0,0
0.03,1.03,-0.07,-7.2,-19.96,18.98,0.26,0.28,0,0.71
-0.49,0.85,-0.31,79.96,399.66,-67.93,0,0,0,0
0.19,1.07,-0.12,-28.02,64.15,1.28,0,0,0,0.87
0.03,1.1,-0.56,-79.35,-92.77,18.13,0,0,0,0
0.06,1.17,-0.17,-77.7,-158.51,45.29,0.13,0,0,0.75
0.13,1.09,-0.31,-63.29,-0.12,-0.43,0.93,0,0.22,0
0.56,0.86,-1.15,132.75,2.56,-72.63,0,0,0,0
0.07,1.01,-0.31,-33.51,8.36,3.05,0.85,0.6,0,0
0.02,1.35,-0.59,242.07,54.38,-8.91,0,0,0,0
0.1,1,-0.27,-33.33,20.69,12.57,0.66,0.42,0,0.06
0.02,0.66,-0.4,130.55,68.91,-25.63,0,0,0,0
-0.02,1.02,-0.11,-28.81,-24.11,8.79,0.54,0.31,0,0.34
-0.35,0.94,-0.85,-55.66,-88.99,13.37,0,0,0,0
0.25,0.95,-0.09,-27.04,45.35,39.43,0,0,0,0.76
-0.05,1.05,-0.42,-60.3,-3.36,9.83,0.37,0.18,0,0
0.22,1.11,-0.86,167.42,85.57,-61.34,0,0,0,0
0.08,1.01,-0.21,-23.19,17.88,8.18,0.49,0.36,0,0
0.08,0.97,-0.56,-76.05,-44.86,39.49,0.06,0,0,0
0.01,0.79,-0.55,-57.07,-116.7,14.47,0,0,0,0
0.06,1.05,-0.28,-26.49,-11.29,12.21,0.7,0.5,0,0
-0.02,0.91,-0.66,-82.7,-99.06,18.62,0,0,0,0
0.62,1.28,-0.27,-22.89,269.23,-28.63,0,0.11,0,0.6
0.01,0.97,-0.31,-40.65,-23.07,11.11,0.92,0.45,0,0
0.24,0.98,-0.81,161.44,-206.48,15.2,0,0,0,0
0.12,0.95,-0.05,21.55,-2.32,0.06,0,0,0,0.9
0.13,0.99,-0.01,14.16,3.05,-18.98,0,0,0,0.91
-1.19,0.84,-0.1,-40.22,104,44.68,0,0,0,0.64
0.02,1.04,-0.43,-46.88,-15.2,6.47,0.96,0.33,0,0
-0.01,1.42,-0.64,267.27,123.84,-46.26,0,0,0,0
-0.14,1.02,-0.06,-18.86,1.1,13.73,0.14,0.23,0,0.71
0.12,1.22,-0.46,-100.28,-81.05,52.19,0,0,0,0
0.11,1.01,-0.18,-40.47,-57.92,27.89,0,0,0,0.86
-0.03,1.01,-0.42,-37.11,1.16,7.45,0.89,0.23,0.11,0
-0.28,0.97,-0.71,-40.16,-62.74,33.69,0,0,0,0
0.33,1.05,-0.17,7.45,100.77,29.97,0,0.04,0,0.53
0.05,1.02,-0.21,-11.9,-13.49,6.04,0.59,0.34,0,0.41
0.07,0.99,-0.21,9.34,35.77,-19.23,0.52,0.48,0,0
0.32,1.01,-0.3,106.14,133.91,-44.68,0,0,0,0
0.02,0.95,-0.15,-24.78,37.9,0.85,0.47,0.3,0,0.23
-0.08,0.96,-0.49,-71.11,-24.29,26,0.06,0,0,0
0.04,0.71,-0.4,-74.22,-111.63,-2.99,0,0,0,0
0.14,1,-0.28,-27.71,-15.44,10.86,0.31,0.4,0,0.48
0.07,1.04,-0.48,-56.34,-71.9,18.01,0,0.15,0,0
0.08,0.86,-0.13,-23.99,97.11,15.69,0,0,0,0.59
-0.01,1.02,-0.42,-41.32,-2.5,13.73,0.42,0.46,0,0
0.21,0.88,-0.66,8.54,-138,15.75,0,0.05,0,0
0.43,0.81,-0.18,-46.33,31.37,8.54,0,0,0,0
0.09,0.99,-0.34,-15.38,-21.91,8.61,0.82,0.48,0,0
0.08,1.36,-0.68,268.07,-45.23,-82.34,0,0,0,0
-0.77,0.61,0.08,3.11,0.49,-0.37,0,0,0,0
-0.77,0.61,0.09,2.62,0.55,-0.37,0,0,0.12,0
-0.77,0.6,0.08,2.56,0.31,-1.34,0,0,0.32,0
-0.77,0.6,0.07,3.17,0.06,-1.22,0,0,0,0
-0.76,0.61,0.09,2.38,0.55,-1.4,0,0,0,0
0.26,1,-0.24,-7.02,-1.04,18.68,0.45,0.16,0,0.62
0.11,1.04,-0.36,-49.56,-12.45,-5.31,0.76,0.25,0,0
0.27,1.05,-0.32,126.77,-86.55,-49.68,0,0,0,0
0.1,1,-0.31,-25.57,-13.85,10.8,0.89,0.36,0,0
-0.08,0.83,-0.25,85.69,-19.47,7.75,0,0,0,0
0.1,0.97,-0.15,-16.24,52.61,-8.42,0.29,0.07,0,0.68
0.23,1.03,-0.48,-96.01,-2.44,14.1,0,0,0,0
-0.06,1.05,0.3,-34.67,-74.52,58.47,0,0,0,0.13
0,1.02,-0.3,-30.94,-15.01,10.62,0.92,0.28,0.13,0
-0.01,0.89,-0.38,37.41,42.18,-9.16,0,0,0,0
0.54,0.65,-0.42,-14.04,149.54,17.76,0.25,0.09,0,0.72
0.07,1.04,-0.39,-57.62,4.21,4.58,0.81,0.26,0.12,0
0.17,1.22,-0.93,194.21,111.15,-48.4,0,0,0,0
0.08,1.01,-0.23,-18.74,26.92,-1.53,0.48,0.19,0,0.57
-0.14,0.96,-0.59,-92.96,-64.58,-13.67,0,0,0,0
0.09,0.97,-0.09,-27.28,21.12,42.91,0,0,0,0.57
0.14,0.99,-0.21,-0.12,27.53,-10.31,0.44,0.23,0,0.47
0.46,0.73,-0.73,43.03,329.22,3.54,0,0,0,0
0.2,0.96,-0.23,-24.23,30.09,-0.12,0.37,0.07,0,0.7
0.25,1.09,-0.59,-84.78,-6.96,30.64,0,0,0,0
0.1,1.1,0.05,-38.64,-1.1,25.15,0,0,0,0.75
0.3,1.05,-0.47,-107.42,-52.73,23.99,0.06,0.11,0,0
0.07,0.95,-0.13,-25.33,40.28,-5.92,0.22,0.06,0,0.72
0.09,1.05,-0.47,-68.66,0.79,-3.54,0.35,0.15,0,0
0.03,0.48,-0.82,-54.5,-68.18,41.63,0,0,0,0
0.03,1.04,-0.34,-55.79,-5.68,-0.92,0.87,0.42,0,0
0.17,0.78,-0.37,-79.22,-29.17,48.46,0,0,0,0
0.11,0.98,-0.36,-70.56,10.31,-9.58,0.66,0.3,0,0
0.46,0.81,-1,76.66,-10.19,13.67,0,0,0,0
0.13,0.99,-0.22,-4.27,9.64,-1.28,0.25,0.12,0,0.55
0.22,0.92,-0.41,-38.21,-18.31,-18.43,0.24,0.07,0,0
0.05,1.07,-0.18,7.75,-31.56,6.47,0.09,0.12,0,0.64
-0.06,0.92,-0.41,-22.09,-82.82,38.09,0.25,0.16,0,0.12
0.4,1.18,-0.44,-136.9,-5.55,59.27,0.37,0.05,0,0
0.2,1.07,-0.02,-11.35,111.45,58.84,0,0,0,0.3
0.19,1.06,-0.54,-91.37,-11.17,-26,0,0,0,0
-0.05,1.06,0.07,-39.98,-16.05,36.62,0.1,0.08,0,0.69
0.24,1.18,-0.37,-120.18,-15.2,12.33,0,0,0,0
0.21,1.06,-0.24,-52.37,-137.88,67.26,0.15,0.06,0,0.49
0.01,1.18,-0.41,-88.5,3.42,1.53,0.53,0.17,0.07,0
0,1.53,-0.19,-60.61,-87.34,62.44,0,0,0,0.1
0.09,1.09,-0.46,-77.51,9.34,7.14,0.36,0.33,0,0
0.16,1.08,-0.09,-9.34,168.76,6.77,0,0,0,0.45
-0.01,1.02,-0.38,-45.59,-1.16,2.32,0.73,0.43,0.22,0
0.22,0.71,-0.71,55.18,-40.65,24.72,0,0,0,0
0.18,0.99,-0.31,5.37,41.02,-12.7,0.13,0.32,0,0.49
0.1,1.17,-0.53,129.82,148.8,-25.02,0,0,0,0
-0.02,0.97,-0.08,-18.43,-38.94,46.94,0,0,0,0.66
0.04,1.09,-0.4,-61.89,-5.98,-5.62,0.77,0.05,0.2,0
0.13,1.13,-0.66,196.78,76.17,-32.23,0,0,0,0
-0.03,1.04,-0.19,-22.46,5.49,4.39,0.49,0.24,0,0.11
0.28,0.88,-0.92,205.2,-40.41,-43.15,0,0,0,0
0.03,1.04,-0.17,-26.73,-5.98,4.39,0.45,0.22,0,0.15
-0.1,0.96,-0.8,-82.4,-101.44,15.26,0,0,0,0
0.53,0.82,-0.3,-2.08,146.67,-29.36,0,0,0,0.46
0,0.98,-0.41,-37.54,-13.31,10.56,0.59,0.46,0.13,0
-0.05,0.81,-0.17,103.58,78.49,23.86,0,0,0,0
-0.03,0.94,0.07,-17.27,77.39,-0.18,0,0,0,0.81
-0.06,0.96,-0.48,-40.34,-3.05,12.27,0.74,0.24,0.19,0
0.14,0.98,-0.24,-32.96,-9.22,9.52,0.2,0.1,0,0.49
0.36,1.15,-0.54,-95.09,-67.57,20.81,0.12,0,0,0
-0.06,0.7,0.02,-44.13,35.89,7.26,0,0,0,0.24
0.02,0.99,-0.42,-42.72,2.69,5.31,0.48,0.38,0.07,0
0.21,1.38,-0.73,243.84,-61.04,-29.17,0,0,0,0
0.13,0.96,-0.21,-23.74,-5.49,18.62,0.11,0,0,0.72
0.21,0.97,-0.54,-107.6,-27.34,25.39,0.6,0,0.12,0
0.13,1.04,-0.03,82.15,77.45,-51.64,0.22,0.11,0,0.48
-0.13,1.58,-0.32,-12.51,198.97,-2.93,0,0,0,0
-0.26,0.88,0.25,-53.77,18.74,38.15,0,0,0,0.37
0.02,1.16,-0.43,-82.52,27.28,-3.3,0.94,0.41,0.26,0
0.02,0.71,-0.42,-69.52,-195.01,33.63,0,0,0,0
0.11,1.02,0.18,-22.4,5.86,-9.58,0,0,0,0.25
0.09,0.99,-0.43,-44.92,-6.53,5.68,1.04,0.54,0.15,0
0.25,0.71,-0.83,51.82,38.76,-2.93,0,0,0,0
0.07,1.04,-0.38,-45.1,10.25,-6.35,1.08,0.48,0.29,0
0.26,0.96,-0.13,-45.59,-54.02,33.57,0.31,0.32,0,0.87
0.08,1.02,-0.44,-38.02,-14.83,2.2,1.09,0.34,0.39,0
0.28,0.82,-0.93,89.23,-36.5,-6.23,0,0,0,0
0.01,1.03,-0.35,-30.64,-9.22,5.8,1.01,0.49,0.21,0
-0.02,1.55,-0.6,268.43,-3.05,11.05,0,0,0,0
0.1,0.96,-0.29,-25.09,3.78,4.03,0.44,0.41,0,0.61
0.03,0.73,-0.36,122.38,61.28,-11.78,0,0,0,0
0.26,1.08,-0.27,5.07,64.58,-0.37,0.26,0.29,0,0.46
0.05,0.93,-0.42,121.22,107.67,-33.2,0,0,0,0
-0.24,1.1,0,-15.63,26.55,8.12,0,0,0,0.93
0.17,1.06,-0.38,-45.47,-24.29,11.9,0.89,0.32,0.15,0
0.13,1.03,-0.67,260.86,-69.58,4.46,0,0,0,0
0.09,0.99,-0.22,-19.84,7.45,1.83,0.71,0.33,0.07,0.43
0.44,1.16,-0.43,-129.88,-36.32,20.26,0,0,0,0
-0.28,1.06,-0.04,-51.57,53.22,42.79,0,0,0,0.58
0.02,1.07,-0.37,-44.92,-0.12,2.14,0.85,0.61,0.15,0
0.42,0.83,-0.91,213.93,-65.98,-24.54,0,0,0,0
-0.21,1.31,0.11,-29.85,2.69,2.44,0.46,0.17,0,0.78
0.47,1.11,-0.49,-114.14,-63.29,-0.43,0,0,0,0
-0.16,1.24,0.02,-47.18,93.99,36.93,0,0,0,0.52
0.02,1.02,-0.34,-36.99,-20.02,5.74,0.9,0.45,0.17,0
0.46,0.86,-0.9,207.28,-82.28,-34.91,0,0,0,0
0.08,1,-0.23,-33.39,4.27,2.99,0.38,0.34,0,0.44
-0.21,0.83,-0.51,-24.84,-98.39,53.41,0,0,0,0
0.35,0.95,-0.21,-21.67,65.86,7.69,0,0,0,0.72
0.07,1.06,-0.41,-67.63,7.51,-3.66,0.96,0.34,0.31,0
0.26,0.89,-0.55,23.5,-60.61,12.45,0.28,0,0,0.16
0.31,0.91,-0.29,6.71,-1.04,-45.72,0,0.35,0,0.51
-0.13,1.18,0.15,-28.69,88.44,25.88,0,0,0,0.53
0.07,0.99,-0.29,-21.91,25.27,-7.69,0.78,0.5,0.09,0.1
0.04,1.22,-0.59,224.06,-57.13,16.91,0,0,0,0
0.08,1.02,-0.24,-17.94,-0.61,5.07,0.4,0.48,0,0.63
0.11,0.97,-0.5,-72.27,9.09,-14.34,0.24,0.13,0.06,0
0.21,0.76,-0.73,14.28,-57.56,23.8,0,0,0,0
0.07,1.02,-0.29,-22.09,-7.93,3.72,0.64,0.47,0.05,0.27
0.21,1.13,-0.44,-107.48,-9.77,14.95,0,0,0,0
0.09,0.72,0.11,-45.78,-22.03,0.43,0,0,0,0.42
-0.02,1.03,-0.22,-26.79,-4.76,3.48,0.55,0.42,0,0.19
-0.16,0.91,-1.23,-14.1,26,-5.31,0,0,0,0
0.37,0.77,-0.24,-19.23,78.49,14.65,0,0,0,0.55
0.02,1.03,-0.38,-38.39,-2.69,2.01,0.79,0.39,0.13,0
0.43,0.83,-0.8,208.8,-179.63,-25.82,0,0,0,0
0.14,0.99,-0.22,-20.75,45.84,-9.89,0.25,0.38,0,0.65
0.03,1.04,-0.48,-83.01,13.06,4.76,0.07,0.09,0,0
0.08,0.66,-0.77,-4.15,-75.32,26.43,0,0,0,0
0.04,1,-0.31,-30.09,-10.93,4.15,0.62,0.37,0.12,0
0.33,0.51,-0.81,148.56,-24.41,-81.85,0,0,0,0
0.21,0.99,-0.59,-82.89,-54.5,0.18,0,0,0,0
0.06,1.16,-0.64,197.08,93.93,2.14,0,0,0,0
-0.21,1.09,-0.07,-27.22,6.71,5.07,0.2,0.22,0,0.69
-0.01,1.03,-0.42,-51.7,6.9,-3.78,0.44,0.42,0.1,0
-0.19,1.25,-0.75,230.04,44.07,-22.64,0,0,0,0
0.02,1.1,-0.01,-27.1,12.21,-10.56,0,0,0,0.89
